date,SKU,demand,stock_level,lead_time,reorder_point
2020-08-21,SKU_B,78,515,10,200
2020-08-22,SKU_B,92,437,10,200
2020-08-23,SKU_B,87,345,10,200
2020-08-24,SKU_B,66,258,10,200
2020-08-25,SKU_B,91,592,10,200
2020-08-26,SKU_B,71,501,10,200
2020-08-27,SKU_B,63,430,10,200
2020-08-28,SKU_B,59,367,10,200
2020-08-29,SKU_B,64,308,10,200
2020-08-30,SKU_B,62,244,10,200
2020-08-31,SKU_B,70,582,10,200
2020-09-01,SKU_B,70,512,10,200
2020-09-02,SKU_B,68,442,10,200
2020-09-03,SKU_B,74,374,10,200
2020-09-04,SKU_B,85,300,10,200
2020-09-05,SKU_B,82,215,10,200
2020-09-06,SKU_B,45,533,10,200
2020-09-07,SKU_B,29,488,10,200
2020-09-08,SKU_B,81,459,10,200
2020-09-09,SKU_B,46,378,10,200
2020-09-10,SKU_B,63,332,10,200
2020-09-11,SKU_B,49,269,10,200
2020-09-12,SKU_B,40,220,10,200
2020-09-13,SKU_B,75,580,10,200
2020-09-14,SKU_B,78,505,10,200
2020-09-15,SKU_B,58,427,10,200
2020-09-16,SKU_B,28,369,10,200
2020-09-17,SKU_B,58,341,10,200
2020-09-18,SKU_B,72,283,10,200
2020-09-19,SKU_B,44,211,10,200
2020-09-20,SKU_B,69,567,10,200
2020-09-21,SKU_B,66,498,10,200
2020-09-22,SKU_B,75,432,10,200
2020-09-23,SKU_B,68,357,10,200
2020-09-24,SKU_B,51,289,10,200
2020-09-25,SKU_B,84,238,10,200
2020-09-26,SKU_B,64,554,10,200
2020-09-27,SKU_B,66,490,10,200
2020-09-28,SKU_B,52,424,10,200
2020-09-29,SKU_B,59,372,10,200
2020-09-30,SKU_B,53,313,10,200
2020-10-01,SKU_B,63,260,10,200
2020-10-02,SKU_B,92,597,10,200
2020-10-03,SKU_B,45,505,10,200
2020-10-04,SKU_B,42,460,10,200
2020-10-05,SKU_B,88,418,10,200
2020-10-06,SKU_B,63,330,10,200
2020-10-07,SKU_B,56,267,10,200
2020-10-08,SKU_B,82,211,10,200
2020-10-09,SKU_B,57,529,10,200
2020-10-10,SKU_B,94,472,10,200
2020-10-11,SKU_B,76,378,10,200
2020-10-12,SKU_B,59,302,10,200
2020-10-13,SKU_B,99,243,10,200
2020-10-14,SKU_B,57,544,10,200
2020-10-15,SKU_B,78,487,10,200
2020-10-16,SKU_B,71,409,10,200
2020-10-17,SKU_B,86,338,10,200
2020-10-18,SKU_B,90,252,10,200
2020-10-19,SKU_B,67,562,10,200
2020-10-20,SKU_B,56,495,10,200
2020-10-21,SKU_B,74,439,10,200
2020-10-22,SKU_B,57,365,10,200
2020-10-23,SKU_B,97,308,10,200
2020-10-24,SKU_B,69,211,10,200
2020-10-25,SKU_B,62,542,10,200
2020-10-26,SKU_B,70,480,10,200
2020-10-27,SKU_B,47,410,10,200
2020-10-28,SKU_B,53,363,10,200
2020-10-29,SKU_B,86,310,10,200
2020-10-30,SKU_B,58,224,10,200
2020-10-31,SKU_B,52,566,10,200
2020-11-01,SKU_B,76,514,10,200
2020-11-02,SKU_B,86,438,10,200
2020-11-03,SKU_B,79,352,10,200
2020-11-04,SKU_B,84,273,10,200
2020-11-05,SKU_B,58,589,10,200
2020-11-06,SKU_B,48,531,10,200
2020-11-07,SKU_B,92,483,10,200
2020-11-08,SKU_B,65,391,10,200
2020-11-09,SKU_B,66,326,10,200
2020-11-10,SKU_B,90,260,10,200
2020-11-11,SKU_B,78,570,10,200
2020-11-12,SKU_B,77,492,10,200
2020-11-13,SKU_B,103,415,10,200
2020-11-14,SKU_B,61,312,10,200
2020-11-15,SKU_B,84,251,10,200
2020-11-16,SKU_B,72,567,10,200
2020-11-17,SKU_B,75,495,10,200
2020-11-18,SKU_B,94,420,10,200
2020-11-19,SKU_B,79,326,10,200
2020-11-20,SKU_B,80,247,10,200
2020-11-21,SKU_B,88,567,10,200
2020-11-22,SKU_B,66,479,10,200
2020-11-23,SKU_B,60,413,10,200
2020-11-24,SKU_B,57,353,10,200
2020-11-25,SKU_B,43,296,10,200
2020-11-26,SKU_B,104,253,10,200
2020-11-27,SKU_B,56,549,10,200
2020-11-28,SKU_B,70,493,10,200
2020-11-29,SKU_B,69,423,10,200
2020-11-30,SKU_B,78,354,10,200
2020-12-01,SKU_B,86,276,10,200
2020-12-02,SKU_B,87,590,10,200
2020-12-03,SKU_B,66,503,10,200
2020-12-04,SKU_B,72,437,10,200
2020-12-05,SKU_B,79,365,10,200
2020-12-06,SKU_B,71,286,10,200
2020-12-07,SKU_B,99,215,10,200
2020-12-08,SKU_B,83,516,10,200
2020-12-09,SKU_B,87,433,10,200
2020-12-10,SKU_B,86,346,10,200
2020-12-11,SKU_B,94,260,10,200
2020-12-12,SKU_B,79,566,10,200
2020-12-13,SKU_B,57,487,10,200
2020-12-14,SKU_B,83,430,10,200
2020-12-15,SKU_B,68,347,10,200
2020-12-16,SKU_B,70,279,10,200
2020-12-17,SKU_B,87,209,10,200
2020-12-18,SKU_B,97,522,10,200
2020-12-19,SKU_B,79,425,10,200
2020-12-20,SKU_B,83,346,10,200
2020-12-21,SKU_B,104,263,10,200
2020-12-22,SKU_B,83,559,10,200
2020-12-23,SKU_B,118,476,10,200
2020-12-24,SKU_B,88,358,10,200
2020-12-25,SKU_B,54,270,10,200
2020-12-26,SKU_B,91,216,10,200
2020-12-27,SKU_B,86,525,10,200
2020-12-28,SKU_B,100,439,10,200
2020-12-29,SKU_B,91,339,10,200
2020-12-30,SKU_B,79,248,10,200
2020-12-31,SKU_B,63,569,10,200
2021-01-01,SKU_B,79,506,10,200
2021-01-02,SKU_B,69,427,10,200
2021-01-03,SKU_B,74,358,10,200
2021-01-04,SKU_B,91,284,10,200
2021-01-05,SKU_B,108,593,10,200
2021-01-06,SKU_B,89,485,10,200
2021-01-07,SKU_B,65,396,10,200
2021-01-08,SKU_B,90,331,10,200
2021-01-09,SKU_B,102,241,10,200
2021-01-10,SKU_B,75,539,10,200
2021-01-11,SKU_B,82,464,10,200
2021-01-12,SKU_B,85,382,10,200
2021-01-13,SKU_B,73,297,10,200
2021-01-14,SKU_B,95,224,10,200
2021-01-15,SKU_B,84,529,10,200
2021-01-16,SKU_B,92,445,10,200
2021-01-17,SKU_B,73,353,10,200
2021-01-18,SKU_B,80,280,10,200
2021-01-19,SKU_B,97,600,10,200
2021-01-20,SKU_B,81,503,10,200
2021-01-21,SKU_B,113,422,10,200
2021-01-22,SKU_B,81,309,10,200
2021-01-23,SKU_B,91,228,10,200
2021-01-24,SKU_B,102,537,10,200
2021-01-25,SKU_B,67,435,10,200
2021-01-26,SKU_B,62,368,10,200
2021-01-27,SKU_B,65,306,10,200
2021-01-28,SKU_B,108,241,10,200
2021-01-29,SKU_B,81,533,10,200
2021-01-30,SKU_B,127,452,10,200
2021-01-31,SKU_B,81,325,10,200
2021-02-01,SKU_B,92,244,10,200
2021-02-02,SKU_B,113,552,10,200
2021-02-03,SKU_B,120,439,10,200
2021-02-04,SKU_B,121,319,10,200
2021-02-05,SKU_B,109,598,10,200
2021-02-06,SKU_B,106,489,10,200
2021-02-07,SKU_B,100,383,10,200
2021-02-08,SKU_B,103,283,10,200
2021-02-09,SKU_B,83,580,10,200
2021-02-10,SKU_B,79,497,10,200
2021-02-11,SKU_B,92,418,10,200
2021-02-12,SKU_B,89,326,10,200
2021-02-13,SKU_B,85,237,10,200
2021-02-14,SKU_B,103,552,10,200
2021-02-15,SKU_B,107,449,10,200
2021-02-16,SKU_B,94,342,10,200
2021-02-17,SKU_B,115,248,10,200
2021-02-18,SKU_B,76,533,10,200
2021-02-19,SKU_B,90,457,10,200
2021-02-20,SKU_B,83,367,10,200
2021-02-21,SKU_B,65,284,10,200
2021-02-22,SKU_B,92,219,10,200
2021-02-23,SKU_B,92,527,10,200
2021-02-24,SKU_B,117,435,10,200
2021-02-25,SKU_B,104,318,10,200
2021-02-26,SKU_B,79,214,10,200
2021-02-27,SKU_B,122,535,10,200
2021-02-28,SKU_B,113,413,10,200
2021-03-01,SKU_B,103,300,10,200
2021-03-02,SKU_B,91,597,10,200
2021-03-03,SKU_B,81,506,10,200
2021-03-04,SKU_B,90,425,10,200
2021-03-05,SKU_B,112,335,10,200
2021-03-06,SKU_B,124,223,10,200
2021-03-07,SKU_B,119,499,10,200
2021-03-08,SKU_B,88,380,10,200
2021-03-09,SKU_B,79,292,10,200
2021-03-10,SKU_B,98,213,10,200
2021-03-11,SKU_B,69,515,10,200
2021-03-12,SKU_B,101,446,10,200
2021-03-13,SKU_B,94,345,10,200
2021-03-14,SKU_B,89,251,10,200
2021-03-15,SKU_B,72,562,10,200
2021-03-16,SKU_B,104,490,10,200
2021-03-17,SKU_B,88,386,10,200
2021-03-18,SKU_B,79,298,10,200
2021-03-19,SKU_B,53,219,10,200
2021-03-20,SKU_B,96,566,10,200
2021-03-21,SKU_B,123,470,10,200
2021-03-22,SKU_B,122,347,10,200
2021-03-23,SKU_B,90,225,10,200
2021-03-24,SKU_B,88,535,10,200
2021-03-25,SKU_B,104,447,10,200
2021-03-26,SKU_B,82,343,10,200
2021-03-27,SKU_B,101,261,10,200
2021-03-28,SKU_B,108,560,10,200
2021-03-29,SKU_B,115,452,10,200
2021-03-30,SKU_B,95,337,10,200
2021-03-31,SKU_B,94,242,10,200
2021-04-01,SKU_B,84,548,10,200
2021-04-02,SKU_B,85,464,10,200
2021-04-03,SKU_B,94,379,10,200
2021-04-04,SKU_B,103,285,10,200
2021-04-05,SKU_B,111,582,10,200
2021-04-06,SKU_B,85,471,10,200
2021-04-07,SKU_B,119,386,10,200
2021-04-08,SKU_B,93,267,10,200
2021-04-09,SKU_B,97,574,10,200
2021-04-10,SKU_B,86,477,10,200
2021-04-11,SKU_B,60,391,10,200
2021-04-12,SKU_B,110,331,10,200
2021-04-13,SKU_B,108,221,10,200
2021-04-14,SKU_B,92,513,10,200
2021-04-15,SKU_B,98,421,10,200
2021-04-16,SKU_B,104,323,10,200
2021-04-17,SKU_B,73,219,10,200
2021-04-18,SKU_B,89,546,10,200
2021-04-19,SKU_B,108,457,10,200
2021-04-20,SKU_B,78,349,10,200
2021-04-21,SKU_B,101,271,10,200
2021-04-22,SKU_B,76,570,10,200
2021-04-23,SKU_B,103,494,10,200
2021-04-24,SKU_B,95,391,10,200
2021-04-25,SKU_B,72,296,10,200
2021-04-26,SKU_B,113,224,10,200
2021-04-27,SKU_B,85,511,10,200
2021-04-28,SKU_B,83,426,10,200
2021-04-29,SKU_B,98,343,10,200
2021-04-30,SKU_B,113,245,10,200
2021-05-01,SKU_B,80,532,10,200
2021-05-02,SKU_B,96,452,10,200
2021-05-03,SKU_B,101,356,10,200
2021-05-04,SKU_B,105,255,10,200
2021-05-05,SKU_B,97,550,10,200
2021-05-06,SKU_B,89,453,10,200
2021-05-07,SKU_B,82,364,10,200
2021-05-08,SKU_B,96,282,10,200
2021-05-09,SKU_B,78,586,10,200
2021-05-10,SKU_B,50,508,10,200
2021-05-11,SKU_B,100,458,10,200
2021-05-12,SKU_B,107,358,10,200
2021-05-13,SKU_B,58,251,10,200
2021-05-14,SKU_B,78,593,10,200
2021-05-15,SKU_B,102,515,10,200
2021-05-16,SKU_B,124,413,10,200
2021-05-17,SKU_B,93,289,10,200
2021-05-18,SKU_B,82,596,10,200
2021-05-19,SKU_B,90,514,10,200
2021-05-20,SKU_B,113,424,10,200
2021-05-21,SKU_B,82,311,10,200
2021-05-22,SKU_B,80,229,10,200
2021-05-23,SKU_B,84,549,10,200
2021-05-24,SKU_B,77,465,10,200
2021-05-25,SKU_B,93,388,10,200
2021-05-26,SKU_B,115,295,10,200
2021-05-27,SKU_B,96,580,10,200
2021-05-28,SKU_B,87,484,10,200
2021-05-29,SKU_B,86,397,10,200
2021-05-30,SKU_B,67,311,10,200
2021-05-31,SKU_B,103,244,10,200
2021-06-01,SKU_B,89,541,10,200
2021-06-02,SKU_B,87,452,10,200
2021-06-03,SKU_B,137,365,10,200
2021-06-04,SKU_B,94,228,10,200
2021-06-05,SKU_B,78,534,10,200
2021-06-06,SKU_B,82,456,10,200
2021-06-07,SKU_B,106,374,10,200
2021-06-08,SKU_B,90,268,10,200
2021-06-09,SKU_B,66,578,10,200
2021-06-10,SKU_B,102,512,10,200
2021-06-11,SKU_B,78,410,10,200
2021-06-12,SKU_B,115,332,10,200
2021-06-13,SKU_B,103,217,10,200
2021-06-14,SKU_B,80,514,10,200
2021-06-15,SKU_B,106,434,10,200
2021-06-16,SKU_B,87,328,10,200
2021-06-17,SKU_B,99,241,10,200
2021-06-18,SKU_B,93,542,10,200
2021-06-19,SKU_B,73,449,10,200
2021-06-20,SKU_B,76,376,10,200
2021-06-21,SKU_B,101,300,10,200
2021-06-22,SKU_B,80,599,10,200
2021-06-23,SKU_B,79,519,10,200
2021-06-24,SKU_B,70,440,10,200
2021-06-25,SKU_B,90,370,10,200
2021-06-26,SKU_B,115,280,10,200
2021-06-27,SKU_B,68,565,10,200
2021-06-28,SKU_B,84,497,10,200
2021-06-29,SKU_B,104,413,10,200
2021-06-30,SKU_B,82,309,10,200
2021-07-01,SKU_B,89,227,10,200
2021-07-02,SKU_B,66,538,10,200
2021-07-03,SKU_B,89,472,10,200
2021-07-04,SKU_B,79,383,10,200
2021-07-05,SKU_B,96,304,10,200
2021-07-06,SKU_B,99,208,10,200
2021-07-07,SKU_B,120,509,10,200
2021-07-08,SKU_B,90,389,10,200
2021-07-09,SKU_B,85,299,10,200
2021-07-10,SKU_B,83,214,10,200
2021-07-11,SKU_B,75,531,10,200
2021-07-12,SKU_B,85,456,10,200
2021-07-13,SKU_B,75,371,10,200
2021-07-14,SKU_B,82,296,10,200
2021-07-15,SKU_B,99,214,10,200
2021-07-16,SKU_B,64,515,10,200
2021-07-17,SKU_B,96,451,10,200
2021-07-18,SKU_B,98,355,10,200
2021-07-19,SKU_B,76,257,10,200
2021-07-20,SKU_B,46,581,10,200
2021-07-21,SKU_B,69,535,10,200
2021-07-22,SKU_B,97,466,10,200
2021-07-23,SKU_B,77,369,10,200
2021-07-24,SKU_B,62,292,10,200
2021-07-25,SKU_B,69,230,10,200
2021-07-26,SKU_B,89,561,10,200
2021-07-27,SKU_B,84,472,10,200
2021-07-28,SKU_B,72,388,10,200
2021-07-29,SKU_B,70,316,10,200
2021-07-30,SKU_B,70,246,10,200
2021-07-31,SKU_B,62,576,10,200
2021-08-01,SKU_B,99,514,10,200
2021-08-02,SKU_B,70,415,10,200
2021-08-03,SKU_B,93,345,10,200
2021-08-04,SKU_B,97,252,10,200
2021-08-05,SKU_B,89,555,10,200
2021-08-06,SKU_B,68,466,10,200
2021-08-07,SKU_B,80,398,10,200
2021-08-08,SKU_B,73,318,10,200
2021-08-09,SKU_B,60,245,10,200
2021-08-10,SKU_B,78,585,10,200
2021-08-11,SKU_B,55,507,10,200
2021-08-12,SKU_B,91,452,10,200
2021-08-13,SKU_B,66,361,10,200
2021-08-14,SKU_B,76,295,10,200
2021-08-15,SKU_B,77,219,10,200
2021-08-16,SKU_B,68,542,10,200
2021-08-17,SKU_B,81,474,10,200
2021-08-18,SKU_B,65,393,10,200
2021-08-19,SKU_B,85,328,10,200
2021-08-20,SKU_B,51,243,10,200
2021-08-21,SKU_B,73,592,10,200
2021-08-22,SKU_B,100,519,10,200
2021-08-23,SKU_B,56,419,10,200
2021-08-24,SKU_B,61,363,10,200
2021-08-25,SKU_B,78,302,10,200
2021-08-26,SKU_B,73,224,10,200
2021-08-27,SKU_B,76,551,10,200
2021-08-28,SKU_B,78,475,10,200
2021-08-29,SKU_B,80,397,10,200
2021-08-30,SKU_B,87,317,10,200
2021-08-31,SKU_B,76,230,10,200
2021-09-01,SKU_B,66,554,10,200
2021-09-02,SKU_B,80,488,10,200
2021-09-03,SKU_B,98,408,10,200
2021-09-04,SKU_B,67,310,10,200
2021-09-05,SKU_B,55,243,10,200
2021-09-06,SKU_B,86,588,10,200
2021-09-07,SKU_B,67,502,10,200
2021-09-08,SKU_B,36,435,10,200
2021-09-09,SKU_B,82,399,10,200
2021-09-10,SKU_B,61,317,10,200
2021-09-11,SKU_B,67,256,10,200
2021-09-12,SKU_B,74,589,10,200
2021-09-13,SKU_B,71,515,10,200
2021-09-14,SKU_B,79,444,10,200
2021-09-15,SKU_B,62,365,10,200
2021-09-16,SKU_B,76,303,10,200
2021-09-17,SKU_B,64,227,10,200
2021-09-18,SKU_B,79,563,10,200
2021-09-19,SKU_B,77,484,10,200
2021-09-20,SKU_B,54,407,10,200
2021-09-21,SKU_B,84,353,10,200
2021-09-22,SKU_B,60,269,10,200
2021-09-23,SKU_B,80,209,10,200
2021-09-24,SKU_B,74,529,10,200
2021-09-25,SKU_B,96,455,10,200
2021-09-26,SKU_B,65,359,10,200
2021-09-27,SKU_B,63,294,10,200
2021-09-28,SKU_B,68,231,10,200
2021-09-29,SKU_B,63,563,10,200
2021-09-30,SKU_B,80,500,10,200
2021-10-01,SKU_B,44,420,10,200
2021-10-02,SKU_B,52,376,10,200
2021-10-03,SKU_B,52,324,10,200
2021-10-04,SKU_B,82,272,10,200
2021-10-05,SKU_B,94,590,10,200
2021-10-06,SKU_B,67,496,10,200
2021-10-07,SKU_B,66,429,10,200
2021-10-08,SKU_B,69,363,10,200
2021-10-09,SKU_B,86,294,10,200
2021-10-10,SKU_B,54,208,10,200
2021-10-11,SKU_B,72,554,10,200
2021-10-12,SKU_B,83,482,10,200
2021-10-13,SKU_B,76,399,10,200
2021-10-14,SKU_B,71,323,10,200
2021-10-15,SKU_B,84,252,10,200
2021-10-16,SKU_B,28,568,10,200
2021-10-17,SKU_B,79,540,10,200
2021-10-18,SKU_B,59,461,10,200
2021-10-19,SKU_B,41,402,10,200
2021-10-20,SKU_B,77,361,10,200
2021-10-21,SKU_B,90,284,10,200
2021-10-22,SKU_B,67,594,10,200
2021-10-23,SKU_B,84,527,10,200
2021-10-24,SKU_B,93,443,10,200
2021-10-25,SKU_B,89,350,10,200
2021-10-26,SKU_B,94,261,10,200
2021-10-27,SKU_B,81,567,10,200
2021-10-28,SKU_B,71,486,10,200
2021-10-29,SKU_B,46,415,10,200
2021-10-30,SKU_B,66,369,10,200
2021-10-31,SKU_B,58,303,10,200
2021-11-01,SKU_B,103,245,10,200
2021-11-02,SKU_B,68,542,10,200
2021-11-03,SKU_B,72,474,10,200
2021-11-04,SKU_B,79,402,10,200
2021-11-05,SKU_B,72,323,10,200
2021-11-06,SKU_B,96,251,10,200
2021-11-07,SKU_B,62,555,10,200
2021-11-08,SKU_B,74,493,10,200
2021-11-09,SKU_B,60,419,10,200
2021-11-10,SKU_B,52,359,10,200
2021-11-11,SKU_B,63,307,10,200
2021-11-12,SKU_B,71,244,10,200
2021-11-13,SKU_B,66,573,10,200
2021-11-14,SKU_B,62,507,10,200
2021-11-15,SKU_B,51,445,10,200
2021-11-16,SKU_B,72,394,10,200
2021-11-17,SKU_B,50,322,10,200
2021-11-18,SKU_B,85,272,10,200
2021-11-19,SKU_B,75,587,10,200
2021-11-20,SKU_B,52,512,10,200
2021-11-21,SKU_B,69,460,10,200
2021-11-22,SKU_B,63,391,10,200
2021-11-23,SKU_B,79,328,10,200
2021-11-24,SKU_B,94,249,10,200
2021-11-25,SKU_B,46,555,10,200
2021-11-26,SKU_B,77,509,10,200
2021-11-27,SKU_B,73,432,10,200
2021-11-28,SKU_B,85,359,10,200
2021-11-29,SKU_B,79,274,10,200
2021-11-30,SKU_B,64,595,10,200
2021-12-01,SKU_B,71,531,10,200
2021-12-02,SKU_B,64,460,10,200
2021-12-03,SKU_B,93,396,10,200
2021-12-04,SKU_B,77,303,10,200
2021-12-05,SKU_B,105,226,10,200
2021-12-06,SKU_B,76,521,10,200
2021-12-07,SKU_B,67,445,10,200
2021-12-08,SKU_B,55,378,10,200
2021-12-09,SKU_B,51,323,10,200
2021-12-10,SKU_B,54,272,10,200
2021-12-11,SKU_B,82,218,10,200
2021-12-12,SKU_B,86,536,10,200
2021-12-13,SKU_B,55,450,10,200
2021-12-14,SKU_B,93,395,10,200
2021-12-15,SKU_B,72,302,10,200
2021-12-16,SKU_B,82,230,10,200
2021-12-17,SKU_B,104,548,10,200
2021-12-18,SKU_B,94,444,10,200
2021-12-19,SKU_B,76,350,10,200
2021-12-20,SKU_B,67,274,10,200
2021-12-21,SKU_B,49,207,10,200
2021-12-22,SKU_B,70,558,10,200
2021-12-23,SKU_B,78,488,10,200
2021-12-24,SKU_B,67,410,10,200
2021-12-25,SKU_B,80,343,10,200
2021-12-26,SKU_B,83,263,10,200
2021-12-27,SKU_B,79,580,10,200
2021-12-28,SKU_B,73,501,10,200
2021-12-29,SKU_B,86,428,10,200
2021-12-30,SKU_B,90,342,10,200
2021-12-31,SKU_B,67,252,10,200
2022-01-01,SKU_B,105,585,10,200
2022-01-02,SKU_B,83,480,10,200
2022-01-03,SKU_B,85,397,10,200
2022-01-04,SKU_B,95,312,10,200
2022-01-05,SKU_B,88,217,10,200
2022-01-06,SKU_B,99,529,10,200
2022-01-07,SKU_B,90,430,10,200
2022-01-08,SKU_B,76,340,10,200
2022-01-09,SKU_B,91,264,10,200
2022-01-10,SKU_B,69,573,10,200
2022-01-11,SKU_B,88,504,10,200
2022-01-12,SKU_B,86,416,10,200
2022-01-13,SKU_B,84,330,10,200
2022-01-14,SKU_B,85,246,10,200
2022-01-15,SKU_B,59,561,10,200
2022-01-16,SKU_B,79,502,10,200
2022-01-17,SKU_B,89,423,10,200
2022-01-18,SKU_B,91,334,10,200
2022-01-19,SKU_B,73,243,10,200
2022-01-20,SKU_B,108,570,10,200
2022-01-21,SKU_B,76,462,10,200
2022-01-22,SKU_B,104,386,10,200
2022-01-23,SKU_B,96,282,10,200
2022-01-24,SKU_B,80,586,10,200
2022-01-25,SKU_B,117,506,10,200
2022-01-26,SKU_B,72,389,10,200
2022-01-27,SKU_B,104,317,10,200
2022-01-28,SKU_B,106,213,10,200
2022-01-29,SKU_B,81,507,10,200
2022-01-30,SKU_B,112,426,10,200
2022-01-31,SKU_B,88,314,10,200
2022-02-01,SKU_B,96,226,10,200
2022-02-02,SKU_B,96,530,10,200
2022-02-03,SKU_B,90,434,10,200
2022-02-04,SKU_B,104,344,10,200
2022-02-05,SKU_B,104,240,10,200
2022-02-06,SKU_B,66,536,10,200
2022-02-07,SKU_B,112,470,10,200
2022-02-08,SKU_B,68,358,10,200
2022-02-09,SKU_B,109,290,10,200
2022-02-10,SKU_B,110,581,10,200
2022-02-11,SKU_B,77,471,10,200
2022-02-12,SKU_B,88,394,10,200
2022-02-13,SKU_B,77,306,10,200
2022-02-14,SKU_B,91,229,10,200
2022-02-15,SKU_B,90,538,10,200
2022-02-16,SKU_B,106,448,10,200
2022-02-17,SKU_B,114,342,10,200
2022-02-18,SKU_B,116,228,10,200
2022-02-19,SKU_B,87,512,10,200
2022-02-20,SKU_B,92,425,10,200
2022-02-21,SKU_B,70,333,10,200
2022-02-22,SKU_B,84,263,10,200
2022-02-23,SKU_B,110,579,10,200
2022-02-24,SKU_B,120,469,10,200
2022-02-25,SKU_B,78,349,10,200
2022-02-26,SKU_B,87,271,10,200
2022-02-27,SKU_B,96,584,10,200
2022-02-28,SKU_B,101,488,10,200
2022-03-01,SKU_B,85,387,10,200
2022-03-02,SKU_B,103,302,10,200
2022-03-03,SKU_B,90,599,10,200
2022-03-04,SKU_B,97,509,10,200
2022-03-05,SKU_B,105,412,10,200
2022-03-06,SKU_B,97,307,10,200
2022-03-07,SKU_B,91,210,10,200
2022-03-08,SKU_B,96,519,10,200
2022-03-09,SKU_B,96,423,10,200
2022-03-10,SKU_B,92,327,10,200
2022-03-11,SKU_B,94,235,10,200
2022-03-12,SKU_B,122,541,10,200
2022-03-13,SKU_B,106,419,10,200
2022-03-14,SKU_B,94,313,10,200
2022-03-15,SKU_B,109,219,10,200
2022-03-16,SKU_B,93,510,10,200
2022-03-17,SKU_B,116,417,10,200
2022-03-18,SKU_B,104,301,10,200
2022-03-19,SKU_B,97,597,10,200
2022-03-20,SKU_B,105,500,10,200
2022-03-21,SKU_B,75,395,10,200
2022-03-22,SKU_B,82,320,10,200
2022-03-23,SKU_B,81,238,10,200
2022-03-24,SKU_B,101,557,10,200
2022-03-25,SKU_B,125,456,10,200
2022-03-26,SKU_B,132,331,10,200
2022-03-27,SKU_B,108,599,10,200
2022-03-28,SKU_B,106,491,10,200
2022-03-29,SKU_B,72,385,10,200
2022-03-30,SKU_B,91,313,10,200
2022-03-31,SKU_B,87,222,10,200
2022-04-01,SKU_B,90,535,10,200
2022-04-02,SKU_B,96,445,10,200
2022-04-03,SKU_B,92,349,10,200
2022-04-04,SKU_B,69,257,10,200
2022-04-05,SKU_B,110,588,10,200
2022-04-06,SKU_B,83,478,10,200
2022-04-07,SKU_B,103,395,10,200
2022-04-08,SKU_B,130,292,10,200
2022-04-09,SKU_B,85,562,10,200
2022-04-10,SKU_B,61,477,10,200
2022-04-11,SKU_B,95,416,10,200
2022-04-12,SKU_B,115,321,10,200
2022-04-13,SKU_B,128,206,10,200
2022-04-14,SKU_B,80,478,10,200
2022-04-15,SKU_B,106,398,10,200
2022-04-16,SKU_B,92,292,10,200
2022-04-17,SKU_B,97,600,10,200
2022-04-18,SKU_B,138,503,10,200
2022-04-19,SKU_B,76,365,10,200
2022-04-20,SKU_B,102,289,10,200
2022-04-21,SKU_B,105,587,10,200
2022-04-22,SKU_B,114,482,10,200
2022-04-23,SKU_B,100,368,10,200
2022-04-24,SKU_B,103,268,10,200
2022-04-25,SKU_B,92,565,10,200
2022-04-26,SKU_B,102,473,10,200
2022-04-27,SKU_B,93,371,10,200
2022-04-28,SKU_B,107,278,10,200
2022-04-29,SKU_B,92,571,10,200
2022-04-30,SKU_B,103,479,10,200
2022-05-01,SKU_B,97,376,10,200
2022-05-02,SKU_B,114,279,10,200
2022-05-03,SKU_B,96,565,10,200
2022-05-04,SKU_B,70,469,10,200
2022-05-05,SKU_B,116,399,10,200
2022-05-06,SKU_B,83,283,10,200
2022-05-07,SKU_B,87,600,10,200
2022-05-08,SKU_B,87,513,10,200
2022-05-09,SKU_B,117,426,10,200
2022-05-10,SKU_B,64,309,10,200
2022-05-11,SKU_B,143,245,10,200
2022-05-12,SKU_B,112,502,10,200
2022-05-13,SKU_B,99,390,10,200
2022-05-14,SKU_B,95,291,10,200
2022-05-15,SKU_B,99,596,10,200
2022-05-16,SKU_B,103,497,10,200
2022-05-17,SKU_B,105,394,10,200
2022-05-18,SKU_B,103,289,10,200
2022-05-19,SKU_B,96,586,10,200
2022-05-20,SKU_B,91,490,10,200
2022-05-21,SKU_B,92,399,10,200
2022-05-22,SKU_B,91,307,10,200
2022-05-23,SKU_B,111,216,10,200
2022-05-24,SKU_B,102,505,10,200
2022-05-25,SKU_B,49,403,10,200
2022-05-26,SKU_B,103,354,10,200
2022-05-27,SKU_B,96,251,10,200
2022-05-28,SKU_B,92,555,10,200
2022-05-29,SKU_B,87,463,10,200
2022-05-30,SKU_B,109,376,10,200
2022-05-31,SKU_B,106,267,10,200
2022-06-01,SKU_B,80,561,10,200
2022-06-02,SKU_B,98,481,10,200
2022-06-03,SKU_B,77,383,10,200
2022-06-04,SKU_B,70,306,10,200
2022-06-05,SKU_B,82,236,10,200
2022-06-06,SKU_B,104,554,10,200
2022-06-07,SKU_B,105,450,10,200
2022-06-08,SKU_B,98,345,10,200
2022-06-09,SKU_B,101,247,10,200
2022-06-10,SKU_B,98,546,10,200
2022-06-11,SKU_B,80,448,10,200
2022-06-12,SKU_B,96,368,10,200
2022-06-13,SKU_B,101,272,10,200
2022-06-14,SKU_B,100,571,10,200
2022-06-15,SKU_B,106,471,10,200
2022-06-16,SKU_B,99,365,10,200
